N° de compte,Nomenclature du compte,La classe,La rubrique
65913,Dotations aux amortissements exceptionnels des immobilisations corporelles,Comptes de Charges,Charges non courantes
6594,Dotations non courantes aux provisions réglementées,Comptes de Charges,Charges non courantes
65941,Dotations non courantes aux amortissements dérogatoires,Comptes de Charges,Charges non courantes
65942,Dotations non courantes pour plus-values en instance d'imposition,Comptes de Charges,Charges non courantes
65944,Dotations non courantes pour investissements,Comptes de Charges,Charges non courantes
65945,Dotations non courantes pour reconstitution de gisements,Comptes de Charges,Charges non courantes
65946,Dotations non courantes pour acquisition et construction de logement,Comptes de Charges,Charges non courantes
6595,Dotations non courantes aux provisions pour risques et charges,Comptes de Charges,Charges non courantes
65955,Dotations non courantes aux provisions pour risques et charges durables,Comptes de Charges,Charges non courantes
65957,Dotations non courantes aux provisions pour risques et charges momentanés,Comptes de Charges,Charges non courantes
6596,Dotations non courantes aux provisions pour dépréciation,Comptes de Charges,Charges non courantes
65962,Dotations non courantes aux provisions pour dépréciation de l'actif immobilisé,Comptes de Charges,Charges non courantes
65963,Dotations non courantes aux provisions pour dépréciation de l'actif circulant,Comptes de Charges,Charges non courantes
6598,Dotations non courantes des exercices antérieurs,Comptes de Charges,Charges non courantes
67,Impôts sur le résultats,Comptes de Charges,Impôts sur le résultats
670,Impôts sur le résultats,Comptes de Charges,Impôts sur le résultats
6701,Impôts sur les bénéfices,Comptes de Charges,Impôts sur le résultats
6705,Imposition minimale annuelle des sociétés,Comptes de Charges,Impôts sur le résultats
6708,Rappels et dégrèvements des impôts sur les résultats,Comptes de Charges,Impôts sur le résultats
7,Comptes de produits,Comptes de Produits,Impôts sur le résultats
71,Produits d'exploitation,Comptes de Produits,Produits d'exploitation
711,Ventes de marchandises,Comptes de Produits,Produits d'exploitation
7111,Ventes de marchandises au Maroc,Comptes de Produits,Produits d'exploitation
7113,Ventes de marchandises à l'étranger,Comptes de Produits,Produits d'exploitation
7118,Ventes de marchandises des exercices antérieurs,Comptes de Produits,Produits d'exploitation
7119,"Rabais, remises et ristournes accordés par l'entreprise",Comptes de Produits,Produits d'exploitation
712,Ventes de biens et services produits,Comptes de Produits,Produits d'exploitation
7121,Ventes de biens et services produits au Maroc,Comptes de Produits,Produits d'exploitation
71211,Ventes de produits finis,Comptes de Produits,Produits d'exploitation
71212,Ventes de produits intermédiaires,Comptes de Produits,Produits d'exploitation
71217,Ventes de produits résiduels,Comptes de Produits,Produits d'exploitation
7122,Ventes de biens produits à l'étranger,Comptes de Produits,Produits d'exploitation
71221,Ventes de produits finis,Comptes de Produits,Produits d'exploitation
71222,Ventes de produits intermédiaires,Comptes de Produits,Produits d'exploitation
7124,Ventes de services produits au Maroc,Comptes de Produits,Produits d'exploitation
71241,Travaux,Comptes de Produits,Produits d'exploitation
71242,Etudes,Comptes de Produits,Produits d'exploitation
71243,Prestations de services,Comptes de Produits,Produits d'exploitation
7125,Ventes de services produits à l'étranger,Comptes de Produits,Produits d'exploitation
71251,Travaux,Comptes de Produits,Produits d'exploitation
71252,Etudes,Comptes de Produits,Produits d'exploitation
71253,Prestations de services,Comptes de Produits,Produits d'exploitation
7126,"Redevances pour brevets, marques, droits et valeurs similaires",Comptes de Produits,Produits d'exploitation
7127,Ventes de produits accessoires,Comptes de Produits,Produits d'exploitation
71271,Locations diverses reçues,Comptes de Produits,Produits d'exploitation
71272,Commissions et courtages reçus,Comptes de Produits,Produits d'exploitation
71273,Produits de services exploités dans l'intérêt du personnel,Comptes de Produits,Produits d'exploitation
71275,Bonis sur reprises d'emballages consignés,Comptes de Produits,Produits d'exploitation
71276,Ports et frais accessoires,Comptes de Produits,Produits d'exploitation
71278,Autres ventes de produits accessoires,Comptes de Produits,Produits d'exploitation
7128,Ventes de biens set services produits des exercices antérieurs,Comptes de Produits,Produits d'exploitation
7129,"Rabais, remises et ristournes accordés par l'entreprise",Comptes de Produits,Produits d'exploitation
71291,"Rabais, remises et ristournes accordés sur ventes au Maroc des biens produits",Comptes de Produits,Produits d'exploitation
71292,"Rabais, remises et ristournes accordés sur ventes à l'étranger des biens produits",Comptes de Produits,Produits d'exploitation
71294,"Rabais, remises et ristournes accordés sur ventes au Maroc des services produits",Comptes de Produits,Produits d'exploitation
71295,"Rabais, remises et ristournes accordés sur ventes à l'étranger des services produits",Comptes de Produits,Produits d'exploitation
71298,"Rabais, remises et ristournes accordés sur ventes des biens et services produits des exercices antérieurs ",Comptes de Produits,Produits d'exploitation
713,Variations des stocks des produits,Comptes de Produits,Produits d'exploitation
7131,Variations des stocks des produits en cours,Comptes de Produits,Produits d'exploitation
71311,Variations des stocks de biens produits en cours,Comptes de Produits,Produits d'exploitation
71312,Variations des stocks de produits intermédiaires en cours ,Comptes de Produits,Produits d'exploitation
71317,Variations des stocks de produits résiduels en cours,Comptes de Produits,Produits d'exploitation
7132,Variations des stocks de biens produits,Comptes de Produits,Produits d'exploitation
71321,Variations des stocks de produits finis,Comptes de Produits,Produits d'exploitation
71322,Variations des stocks de produits intermédiaires ,Comptes de Produits,Produits d'exploitation
71327,Variations des stocks de produits résiduels,Comptes de Produits,Produits d'exploitation
7134,Variations des stocks de services en cours,Comptes de Produits,Produits d'exploitation
71341,Variations des stocks de travaux,Comptes de Produits,Produits d'exploitation
71342,Variations des stocks d'études en cours,Comptes de Produits,Produits d'exploitation
71343,Variations des stocks de prestations en cours,Comptes de Produits,Produits d'exploitation
714,Immobilisations produits par l'entreprise pour elle-même,Comptes de Produits,Produits d'exploitation
7141,Immobilisations en non-valeurs produites,Comptes de Produits,Produits d'exploitation
7142,Immobilisations incorporelles produites,Comptes de Produits,Produits d'exploitation
7143,Immobilisations corporelles produites,Comptes de Produits,Produits d'exploitation
7148,Immobilisations produites des exercices antérieurs,Comptes de Produits,Produits d'exploitation
716,Subventions d'exploitation,Comptes de Produits,Produits d'exploitation
7161,Subventions d'exploitation reçues de l'exercice,Comptes de Produits,Produits d'exploitation
7168,Subventions d'exploitation reçues des exercices antérieurs,Comptes de Produits,Produits d'exploitation
718,Autres produits d'exploitation,Comptes de Produits,Produits d'exploitation
7181,Jetons de présence reçus,Comptes de Produits,Produits d'exploitation
7182,Revenus des immeubles non affectées à l'exploitation,Comptes de Produits,Produits d'exploitation
7185,Profits sur opérations faites en commun,Comptes de Produits,Produits d'exploitation
7186,Transferts de profits sur opérations faites en commun,Comptes de Produits,Produits d'exploitation
7188,Autres produits d'exploitation des exercices antérieurs,Comptes de Produits,Produits d'exploitation
719,Reprises d'exploitation ; Transfert de change,Comptes de Produits,Produits d'exploitation
7191,Reprises sur amortissements de l'immobilisation en non-valeur,Comptes de Produits,Produits d'exploitation
7192,Reprises sur amortissements des immobilisations incorporelles,Comptes de Produits,Produits d'exploitation
7193,Reprises sur amortissements des immobilisations corporelles,Comptes de Produits,Produits d'exploitation
7194,Reprises sur provisions pour dépréciation des immobilisations,Comptes de Produits,Produits d'exploitation
7195,Reprises sur provisions pour risques et charges,Comptes de Produits,Produits d'exploitation
7196,Reprises sur provisions pour dépréciation de l'actif circulant,Comptes de Produits,Produits d'exploitation
7197,Transfert de charges d'exploitation,Comptes de Produits,Produits d'exploitation
71971,Transfert de charges d'exploitation - achats de marchandises,Comptes de Produits,Produits d'exploitation
71972,Transfert de charges d'exploitation - achats consommés de matières et fournitures,Comptes de Produits,Produits d'exploitation
71973,Transfert de charges d'exploitation - autres charges externes,Comptes de Produits,Produits d'exploitation
71975,Transfert de charges d'exploitation - impôts et taxes,Comptes de Produits,Produits d'exploitation
71976,Transfert de charges d'exploitation - charges de personnel,Comptes de Produits,Produits d'exploitation
71978,Transfert de charges d'exploitation - autres charges d'exploitation,Comptes de Produits,Produits d'exploitation
7198,Reprises sur amortissements et provisions des exercices antérieurs,Comptes de Produits,Produits d'exploitation
71981,Reprises sur amortissements des exercices antérieurs,Comptes de Produits,Produits d'exploitation
71984,Reprises sur Provisions des exercices antérieurs,Comptes de Produits,Produits d'exploitation
73,Produits financiers,Comptes de Produits,Produits financiers
732,Produits des titres de participation et des autres titres immobilisés,Comptes de Produits,Produits financiers
7321,Revenus des titres de participation,Comptes de Produits,Produits financiers
7325,Revenus des titres immobilisés,Comptes de Produits,Produits financiers
7328,Produits des titres de participation et des autres titres immobilisés des exercices antérieurs,Comptes de Produits,Produits financiers
733,Gains de change,Comptes de Produits,Produits financiers
7331,Gains de change propres à l'exercice,Comptes de Produits,Produits financiers
7338,Gains de change des exercices antérieurs,Comptes de Produits,Produits financiers
738,Intérêts et autres produits financiers,Comptes de Produits,Produits financiers
7381,Intérêts et produits assimilés,Comptes de Produits,Produits financiers
73811,Intérêts des prêts,Comptes de Produits,Produits financiers
73813,Revenus des autres créances financières,Comptes de Produits,Produits financiers
7383,Revenus des créances rattachées à des participations,Comptes de Produits,Produits financiers
7384,Revenus des titres et valeurs de placement,Comptes de Produits,Produits financiers
7385,Produits nets sur cessions de titres et valeurs de placement,Comptes de Produits,Produits financiers
7386,Escomptes obtenus,Comptes de Produits,Produits financiers
7388,Intérêts et autres produits financiers des exercices antérieurs,Comptes de Produits,Produits financiers
739,Reprises financières ; Transfert de change,Comptes de Produits,Produits financiers
7391,Reprises sur amortissement des primes de remboursement des obligations,Comptes de Produits,Produits financiers
7392,Reprises sur provisions pour dépréciation des immobilisations financières,Comptes de Produits,Produits financiers
7393,Reprises sur provisions pour risques et charges financières,Comptes de Produits,Produits financiers
7394,Reprises sur provisions pour dépréciation des titres et valeurs de placement,Comptes de Produits,Produits financiers
7396,Reprises sur provisions pour dépréciation des comptes de trésorerie,Comptes de Produits,Produits financiers
7397,Transfert de charges financières,Comptes de Produits,Produits financiers
73971,Transferts - charges d'intérêts,Comptes de Produits,Produits financiers
73973,Transferts - pertes de change,Comptes de Produits,Produits financiers
73978,Transferts - autres charges financières,Comptes de Produits,Produits financiers
7398,Reprises sur dotations financières des exercices antérieurs,Comptes de Produits,Produits financiers
75,Produits non courants,Comptes de Produits,Produits non courants
751,Produits des cessions des immobilisations,Comptes de Produits,Produits non courants
7512,Produits des cessions des immobilisations incorporelles,Comptes de Produits,Produits non courants
7513,Produits des cessions des immobilisations corporelles,Comptes de Produits,Produits non courants
7514,Produits des cessions des immobilisations financières (droits de propriété),Comptes de Produits,Produits non courants
7518,Produits des cessions des immobilisations des exercices antérieurs,Comptes de Produits,Produits non courants
756,Subventions d'équilibre,Comptes de Produits,Produits non courants
7561,Subventions d'équilibre reçues de l'exercice,Comptes de Produits,Produits non courants
7568,Subventions d'équilibre reçues des exercices antérieurs,Comptes de Produits,Produits non courants
757,Reprises sur subventions d'investissement,Comptes de Produits,Produits non courants
7577,Reprises sur subventions d'investissement de l'exercice,Comptes de Produits,Produits non courants
7578,Reprises sur subventions d'investissement des exercices antérieurs,Comptes de Produits,Produits non courants
758,Autres produits non courants,Comptes de Produits,Produits non courants
7581,Pénalités et dédits reçus,Comptes de Produits,Produits non courants
75811,Pénalités reçus sur marché,Comptes de Produits,Produits non courants
75812,Dédits reçus,Comptes de Produits,Produits non courants
7582,Dégrèvements d'impôts (autres qu'impôts sur résultat),Comptes de Produits,Produits non courants
7585,Rentrées sur créances soldées,Comptes de Produits,Produits non courants
7586,"Dons, libéralités et lots reçus",Comptes de Produits,Produits non courants
75861,Dons,Comptes de Produits,Produits non courants
75862,Libéralités,Comptes de Produits,Produits non courants
75863,Lots,Comptes de Produits,Produits non courants
7588,Autres produits non courants des exercices antérieurs,Comptes de Produits,Produits non courants
759,Reprises non courantes ; Transfert de change,Comptes de Produits,Produits non courants
7591,Reprises non courantes sur amortissements exceptionnelles des immobilisations,Comptes de Produits,Produits non courants
75911,Reprises non courantes sur amortissements exceptionnelles des immobilisations en non-valeurs,Comptes de Produits,Produits non courants
75912,Reprises non courantes sur amortissements exceptionnelles des immobilisations incorporelles,Comptes de Produits,Produits non courants
75913,Reprises non courantes sur amortissements exceptionnelles des immobilisations corporelles,Comptes de Produits,Produits non courants
7594,Reprises non courantes sur provisions réglementées,Comptes de Produits,Produits non courants
75941,Reprises sur amortissements dérogatoires,Comptes de Produits,Produits non courants
75942,Reprises sur plus values en instance d'imposition,Comptes de Produits,Produits non courants
75944,Reprises sur provisions pour investissements,Comptes de Produits,Produits non courants
75945,Reprises sur provisions pour reconstitution de gisements,Comptes de Produits,Produits non courants
75946,Reprises sur provisions pour acquisition et construction de logements,Comptes de Produits,Produits non courants
7595,Reprises non courantes sur provisions pour risques et charges,Comptes de Produits,Produits non courants
75955,Reprises non courantes sur provisions pour risques et charges durables,Comptes de Produits,Produits non courants
75957,Reprises non courantes sur provisions pour risques et charges momentanés,Comptes de Produits,Produits non courants
7596,Reprises non courantes sur provisions pour dépréciation,Comptes de Produits,Produits non courants
75962,Reprises non courantes sur provisions pour dépréciation de l'actif immobilisé,Comptes de Produits,Produits non courants
75963,Reprises non courantes sur provisions pour dépréciation de l'actif circulant,Comptes de Produits,Produits non courants
7597,Transfert de charges non courantes,Comptes de Produits,Produits non courants
7598,Reprises non courantes des exercices antérieurs,Comptes de Produits,Produits non courants
8,Comptes de résultats,Comptes de résultats,
81,Résultat s'exploitation,Comptes de résultats,Résultat s'exploitation
810,Résultat s'exploitation,Comptes de résultats,Résultat s'exploitation
811,Marge brute,Comptes de résultats,Résultat s'exploitation
814,Valeur ajoutée,Comptes de résultats,Résultat s'exploitation
817,Excédent brut s'exploitation,Comptes de résultats,Résultat s'exploitation
8171,Excédent brut s'exploitation (créditeur),Comptes de résultats,Résultat s'exploitation
8179,Insuffusance brute d'exploitation (débiteur),Comptes de résultats,Résultat s'exploitation
83,Résultat financier,Comptes de résultats,Résultat financier
84,Résultat courant,Comptes de résultats,Résultat courant
85,Résultat non courant,Comptes de résultats,Résultat non courant
86,Résultat avant impôt,Comptes de résultats,Résultat avant impôt
88,Résultat après impôt,Comptes de résultats,Résultat après impôt
9,Comptes analytiques,Comptes analytiques,
90,Comptes de produits et charges réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
903,Stocks et provisions pour dépréciation de stocks réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9031,Stocks réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9039,Provisions pour dépréciation de stocks réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
906,Charges réfléchies,Comptes analytiques,Comptes de produits et charges réfléchis
9061,Charges d'exploitation réfléchies,Comptes analytiques,Comptes de produits et charges réfléchis
9063,Charges financières réfléchies,Comptes analytiques,Comptes de produits et charges réfléchis
9065,Charges non courantes réfléchies,Comptes analytiques,Comptes de produits et charges réfléchis
9067,Impots sur les résultats réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
907,Produits réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9071,Produits d'exploitation réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9073,Produits financiers réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9075,Produits non courants réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
908,Résultats réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9081,Résultat d'exploitation réfléchi,Comptes analytiques,Comptes de produits et charges réfléchis
9083,Résultat financier réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9084,Résultat courant réfléchis,Comptes analytiques,Comptes de produits et charges réfléchis
9085,Résultat non courant réfléchi,Comptes analytiques,Comptes de produits et charges réfléchis
9086,Résultat avant impôt réfléchi,Comptes analytiques,Comptes de produits et charges réfléchis
9088,Résultat après impots réfléchi,Comptes analytiques,Comptes de produits et charges réfléchis
91,Comptes de reclassement et d'analyse (ouverts et attribués selon les nécéssité de l'entreprise),Comptes analytiques,Comptes de reclassement et d'analyse (ouverts et attribués selon les nécéssité de l'entreprise)
92,Sections Analytiques,Comptes analytiques,Sections Analytiques
921,Sections générales,Comptes analytiques,Sections Analytiques
9211,Section A,Comptes analytiques,Sections Analytiques
9212,Section B,Comptes analytiques,Sections Analytiques
923,Sections d'approvisionnement,Comptes analytiques,Sections Analytiques
9231,Section A,Comptes analytiques,Sections Analytiques
9232,Section B,Comptes analytiques,Sections Analytiques
925,Sections de production,Comptes analytiques,Sections Analytiques
9251,Section A,Comptes analytiques,Sections Analytiques
9252,Section B,Comptes analytiques,Sections Analytiques
927,Sections de distribution,Comptes analytiques,Sections Analytiques
9271,Section A,Comptes analytiques,Sections Analytiques
9272,Section B,Comptes analytiques,Sections Analytiques
928,Autres sections analytiques,Comptes analytiques,Sections Analytiques
9281,Section A,Comptes analytiques,Sections Analytiques
9282,Section B,Comptes analytiques,Sections Analytiques
93,Couts d'achat ou de production,Comptes analytiques,Couts d'achat ou de production
933,Couts d'achat,Comptes analytiques,Couts d'achat ou de production
9331,Couts d'achat de marchandises,Comptes analytiques,Couts d'achat ou de production
9335,Couts d'achat de matières et de fournitures,Comptes analytiques,Couts d'achat ou de production
935,Couts de production,Comptes analytiques,Couts d'achat ou de production
9351,Couts de production des produits (Groupe A),Comptes analytiques,Couts d'achat ou de production
9352,Couts de production des produits (Groupe B),Comptes analytiques,Couts d'achat ou de production
938,Autres couts d'achat ou de production,Comptes analytiques,Couts d'achat ou de production
9381,Couts de production des immobilisations,Comptes analytiques,Couts d'achat ou de production
94,Inventaire permanent des stocks,Comptes analytiques,Inventaire permanent des stocks
941,Inventaire permanent des marchandises,Comptes analytiques,Inventaire permanent des stocks
9411,Marchandises (Groupe A),Comptes analytiques,Inventaire permanent des stocks
9412,Marchandises (Groupe B),Comptes analytiques,Inventaire permanent des stocks
9416,Marchandises en cours de route,Comptes analytiques,Inventaire permanent des stocks
9418,Autres marchandises,Comptes analytiques,Inventaire permanent des stocks
942,Inventaire permanent des matières et fournitures consommables,Comptes analytiques,Inventaire permanent des stocks
9421,Matières premières,Comptes analytiques,Inventaire permanent des stocks
9422,Matières et fournitures consommables,Comptes analytiques,Inventaire permanent des stocks
9423,Emballages,Comptes analytiques,Inventaire permanent des stocks
9426,Matières et fournitures consommables en cours de route,Comptes analytiques,Inventaire permanent des stocks
9428,Autres matières et fournitures consommables,Comptes analytiques,Inventaire permanent des stocks
943,Inventaire permanent des produits en cours,Comptes analytiques,Inventaire permanent des stocks
9431,Biens en cours,Comptes analytiques,Inventaire permanent des stocks
9434,Services en cours,Comptes analytiques,Inventaire permanent des stocks
9438,Autres produits en cours,Comptes analytiques,Inventaire permanent des stocks
944,Inventaire permanent des produits intérmédiaires et produits résiduels,Comptes analytiques,Inventaire permanent des stocks
9441,Produits intérmédiaires,Comptes analytiques,Inventaire permanent des stocks
9445,Produits résiduels,Comptes analytiques,Inventaire permanent des stocks
9448,Autres produits intermédiaires et produits résiduels,Comptes analytiques,Inventaire permanent des stocks
945,Inventaire permanent des produits finis,Comptes analytiques,Inventaire permanent des stocks
9451,Produits finis (Groupe A),Comptes analytiques,Inventaire permanent des stocks
9452,Produits finis (Groupe B),Comptes analytiques,Inventaire permanent des stocks
9456,Produits finis en cours de route,Comptes analytiques,Inventaire permanent des stocks
9458,Autres produits finis,Comptes analytiques,Inventaire permanent des stocks
949,Provisions pour dépréciation de stocks,Comptes analytiques,Inventaire permanent des stocks
9491,Provisions pour dépréciation des Marchandises,Comptes analytiques,Inventaire permanent des stocks
9492,Provisions pour dépréciation des matières et fournitures consommables,Comptes analytiques,Inventaire permanent des stocks
9493,Provisions pour dépréciation des produits en cours,Comptes analytiques,Inventaire permanent des stocks
9494,Provisions pour dépréciation des produits intermédiaires et produits résiduels,Comptes analytiques,Inventaire permanent des stocks
9495,Provisions pour dépréciation des produits finis,Comptes analytiques,Inventaire permanent des stocks
95,Couts de revient,Comptes analytiques,Couts de revient
953,Couts de revient des marchandises,Comptes analytiques,Couts de revient
9531,couts de revient des marchandises (Groupe A),Comptes analytiques,Couts de revient
9532,Couts de revient des marchandises (Groupe B),Comptes analytiques,Couts de revient
955,Couts de revient des produits,Comptes analytiques,Couts de revient
9551,Couts de revient des produits (Groupe A),Comptes analytiques,Couts de revient
9552,Couts de revient des produits (Groupe B),Comptes analytiques,Couts de revient
958,Autres couts de revient,Comptes analytiques,Couts de revient
9581,Couts de revient (Groupe A),Comptes analytiques,Couts de revient
9582,Couts de revient (Groupe B),Comptes analytiques,Couts de revient
96,Ecarts sur couts de revient préétablis,Comptes analytiques,Ecarts sur couts de revient préétablis
962,Ecarts sur sections,Comptes analytiques,Ecarts sur couts de revient préétablis
9621,Ecarts sur quantités,Comptes analytiques,Ecarts sur couts de revient préétablis
9622,Ecarts sur couts,Comptes analytiques,Ecarts sur couts de revient préétablis
964,Ecarts sur inventaires permanent des stocks,Comptes analytiques,Ecarts sur couts de revient préétablis
9641,Ecarts sur quantités,Comptes analytiques,Ecarts sur couts de revient préétablis
9642,Ecarts sur couts,Comptes analytiques,Ecarts sur couts de revient préétablis
97,Différence d'incorporation,Comptes analytiques,Différence d'incorporation
971,Charges non incorporables,Comptes analytiques,Différence d'incorporation
972,Charges supplétives incorporées,Comptes analytiques,Différence d'incorporation
973,Produits non incorporés,Comptes analytiques,Différence d'incorporation
974,Différences sur charges incorporables,Comptes analytiques,Différence d'incorporation
975,Différences sur produits incorporables,Comptes analytiques,Différence d'incorporation
976,Différences d'inventaire,Comptes analytiques,Différence d'incorporation
9761,Différences d'inventaire sur marchandises,Comptes analytiques,Différence d'incorporation
9762,Différences d'inventaire sur matières et fournitures consommables,Comptes analytiques,Différence d'incorporation
9763,Différences d'inventaire sur produits en cours,Comptes analytiques,Différence d'incorporation
9764,Différences d'inventaire sur produits intérmediaires et produits résiduels,Comptes analytiques,Différence d'incorporation
9765,Différences d'inventaire sur produits finis,Comptes analytiques,Différence d'incorporation
977,Différences sur niveau d'activité,Comptes analytiques,Différence d'incorporation
978,Autres différences d'incorporation,Comptes analytiques,Différence d'incorporation
98,Résultats analytiques,Comptes analytiques,Résultats analytiques
981,Résultats analytiques sur marchandises,Comptes analytiques,Résultats analytiques
9811,Résultats analytiques sur marchandises (Groupe A),Comptes analytiques,Résultats analytiques
9812,Résultats analytiques sur marchandises (Groupe B),Comptes analytiques,Résultats analytiques
982,Résultats analytiques sur biens produits,Comptes analytiques,Résultats analytiques
9821,Résultats analytiques sur biens produits (Groupe A),Comptes analytiques,Résultats analytiques
9822,Résultats analytiques sur biens produits (Groupe A),Comptes analytiques,Résultats analytiques
983,Résultats analytiques sur services produits,Comptes analytiques,Résultats analytiques
9831,Résultats analytiques sur services produits (Groupe A),Comptes analytiques,Résultats analytiques
9832,Résultats analytiques sur services produits (Groupe B),Comptes analytiques,Résultats analytiques
986,Report des écarts sur couts préétablis,Comptes analytiques,Résultats analytiques
987,Report des différences d'incorporation,Comptes analytiques,Résultats analytiques
99,Comptes de laisons internes,Comptes analytiques,Comptes de laisons internes
991,Liaisons internes propres à un même établissement,Comptes analytiques,Comptes de laisons internes
995,Cessions à d'autres établissement,Comptes analytiques,Comptes de laisons internes
9951,Cessions fournies à d'autres établissements,Comptes analytiques,Comptes de laisons internes
9955,Cessions reçues d'autres établissements,Comptes analytiques,Comptes de laisons internes
0,Comptes spéciaux,Comptes spéciaux,
01,Bilan d'ouverture,Comptes spéciaux,Bilan d'ouverture
011,Réoverture des comptes de financement permanent,Comptes spéciaux,Bilan d'ouverture
0111,Réouverture des comptes de capitaux propres,Comptes spéciaux,Bilan d'ouverture
01111,Réouverture des comptes de capital social ou permanent,Comptes spéciaux,Bilan d'ouverture
01112,"Réouverture des comptes des primes d'émission, de fusion, d'apport",Comptes spéciaux,Bilan d'ouverture
01113,Réouverture des comptes des écarts de réévaluation,Comptes spéciaux,Bilan d'ouverture
01114,Réouverture des comptes de résérve légale,Comptes spéciaux,Bilan d'ouverture
01115,Réouverture des comptes des autres réserves,Comptes spéciaux,Bilan d'ouverture
01116,Réouverture des comptes du report à nouveau,Comptes spéciaux,Bilan d'ouverture
01118,Réouverture des comptes des résultats nets en instance d'affectation,Comptes spéciaux,Bilan d'ouverture
01119,Réouverture des comptes du résultat net de l'exercice,Comptes spéciaux,Bilan d'ouverture
0113,Réouverture des comptes de capitaux propres assimilés,Comptes spéciaux,Bilan d'ouverture
01131,Réouverture des comptes de subventions d'investissement,Comptes spéciaux,Bilan d'ouverture
01135,Réouverture des comptes de provisions réglementées,Comptes spéciaux,Bilan d'ouverture
0114,Réouverture des comptes des dettes de financement,Comptes spéciaux,Bilan d'ouverture
01141,Réouverture des comptes d'emprunts obligataires,Comptes spéciaux,Bilan d'ouverture
01148,Réouverture des comptes des autres dettes de financeemnt,Comptes spéciaux,Bilan d'ouverture
0115,Réouverture des comptes de provisions durables pour risques et charges,Comptes spéciaux,Bilan d'ouverture
01151,Réouverture des comptes de provisiosn pour risques,Comptes spéciaux,Bilan d'ouverture
01155,Réouverture des comptes de provisiosn pour charges,Comptes spéciaux,Bilan d'ouverture
0116,Réouverture des comptes de liaison des établissements et succursales,Comptes spéciaux,Bilan d'ouverture
0117,Réouverture des comptes d'écarts de convesion passif,Comptes spéciaux,Bilan d'ouverture
01171,Réouverture des comptes d'écarts sur créances immobilisées,Comptes spéciaux,Bilan d'ouverture
01172,Réouverture des comptes d'écarts sur dettes de financement,Comptes spéciaux,Bilan d'ouverture
012,Réouverture des comptes d'actif immobilisé,Comptes spéciaux,Bilan d'ouverture
0121,Réouverture des comptes d'immobilisations en non-valeurs,Comptes spéciaux,Bilan d'ouverture
01211,Réouverture des comptes de frais préléminaires,Comptes spéciaux,Bilan d'ouverture
01212,Réouverture des comptes de charges à répartir sur plusieurs exercices ,Comptes spéciaux,Bilan d'ouverture
01213,Réouverture des comptes de primes de remboursement des obligations,Comptes spéciaux,Bilan d'ouverture
0122,Réouverture des comptes d'immobilisations incorporelles,Comptes spéciaux,Bilan d'ouverture
01221,Réouverture des comptes de d'immobilisations en recherche et développement,Comptes spéciaux,Bilan d'ouverture
01222,"Réouverture des comptes de brevets, marques, droits et valeurs similaires",Comptes spéciaux,Bilan d'ouverture
01223,Réouverture des comptes de fonds commercial,Comptes spéciaux,Bilan d'ouverture
01228,Réouverture des comptes d'autres immobilisations incorporelles,Comptes spéciaux,Bilan d'ouverture
0123,Réouverture des comptes des immobilisations corporelles,Comptes spéciaux,Bilan d'ouverture
01231,Réouverture des comptes de terrains,Comptes spéciaux,Bilan d'ouverture
01232,Réouverture des comptes de constructions,Comptes spéciaux,Bilan d'ouverture
01233,"Réouverture des comptes des installations techniques, matériel et outillage",Comptes spéciaux,Bilan d'ouverture
01234,Réouverture des comptes de matériel de transport,Comptes spéciaux,Bilan d'ouverture
)1235,"Réouverture des comptes de mobilier, matériel du bureau et aménagements",Comptes spéciaux,Bilan d'ouverture
01238,Réouverture des comptes des autres immobilisations corporelles,Comptes spéciaux,Bilan d'ouverture
01239,Réouverture des comptes des immobilisations corporelles en cours,Comptes spéciaux,Bilan d'ouverture
0124 - 0125,Réouverture des comptes des immobilisations financières,Comptes spéciaux,Bilan d'ouverture
01241,Réouverture des comptes de prets immobilisés,Comptes spéciaux,Bilan d'ouverture
01248,Réouverture des comptes des autres créances financières,Comptes spéciaux,Bilan d'ouverture
01251,Réouverture des comptes de titres de participation,Comptes spéciaux,Bilan d'ouverture
01258,Réouverture des comptes des autres titres immobilisés,Comptes spéciaux,Bilan d'ouverture
0127,Réouverture des comptes des écarts de conversion - actif,Comptes spéciaux,Bilan d'ouverture
01271,Réouverture des comptes des écarts sur créances immobilisées,Comptes spéciaux,Bilan d'ouverture
01272,Réouverture des comptes des écarts sur dettes de financement,Comptes spéciaux,Bilan d'ouverture
0128,Réouverture des comptes des amortissements des immobilisations,Comptes spéciaux,Bilan d'ouverture
0129,Réouverture des comptes de provisions pour dépréciation des comptes de l'actif immobilisé,Comptes spéciaux,Bilan d'ouverture
013,Réouverture des comptes d'actif circulant (hors trésorerie),Comptes spéciaux,Bilan d'ouverture
